Person ID	Institution	Year
kirschbaum_jan	uni-duesseldorf	2018
paliou_eleftheria	uni-koeln	2018
wikman_thomas	self-employment	2018
mondaca_francisco	uni-koeln	2018
zimmer_sebastian	uni-koeln	2018
koenig_mareike	dhi-paris	2019
probst_nora	uni-koeln	2019
probst_nora	uni-paderborn	2022
mertgens_andreas	cceh	2019
saef_nasrin	cceh	2019
blumtritt_jonathan	uni-koeln	2019
blumtritt_jonathan	cceh	2023
helling_patrick	uni-koeln	2019
christlein_vincent	uni-erlangen-nuernberg	2019
chiarcos_christian	uni-frankfurt	2019
ionov_maxim	uni-frankfurt	2019
pierazzo_elena	uni-grenoble-alpes	2019
huitfeldt_claus	uni-bergen	2020
klein_bjoern	fh-nordwestschweiz	2020
demmer_dennis	uni-koeln	2020
hermes_juergen	uni-koeln	2015
palladino_chiara	uni-furman	2020
karimi_farimah	uni-koeln	2020
oberste-hetbleck_nadine	uni-koeln	2020
bigalke_jan	uni-koeln	2020
drach_sviatoslav	uni-koeln	2020
pohl_adrian	library-hbz-nrw	2020
christoph_pascal	library-hbz-nrw	2020
steeg_fabian	library-hbz-nrw	2020
kuroczynski_piotr	fh-mainz	2020
peters_jens	lvr-infokom	2020
guenther_sabine-de	fh-potsdam	2021
freyberg_linda	fh-potsdam	2021
cetinoglu_oezlem	uni-stuttgart	2021
effinger_maria	library-uni-heidelberg	2021
roewenstrunk_daniel	uni-paderborn	2021
busch_hannah	huygens-ing	2021
mischke_britta	uni-koeln	2021
perathoner_marcello	uni-koeln	2021
heftberger_adelheid	archive-barch-berlin	2021
binnewitt_johanna	bibb	2021
offert_fabian	uni-sb-california	2022
pagel_janis	uni-koeln	2022
lorenz_andrea	uni-hamburg	2022
berg_mia	uni-bochum	2022
schrade_torsten	adw-mainz	2022
popovic_mihailo	oeaw	2022
koschicek-krombholz_bernhard	oeaw	2022
stede_manfred	uni-potsdam	2022
santos_pedro	fraunhofer-igd	2022
grund_vera	uni-paderborn	2023
drewes_henner	uni-paderborn	2023
muenzmay_andreas	uni-paderborn	2023
messemer_heike	uni-dresden	2023
schrader_oliver	cceh	2023
gassmann_sebastian	uni-bonn	2023
sode_claudia	uni-koeln	2023
filosa_martina	uni-koeln	2023
sopracasa_alessio	uni-paris-sorbonne	2023
ostrowski_alina	uni-passau	2023
horstmann_jan	uni-muenster	2023
finlayson_mark	uni-florida	2023
barabucci_gioele	uni-koeln	2023
garozzo_raissa	uni-catania	2023
wutte_anja	uni-koeln	2023
schaeben_marcel	uni-koeln	2023
politopoulos_aris	uni-leiden	2023
iliev_dimitar	uni-sofia	2023
ferraz-gerardi_fabricio	uni-tuebingen	2023
barreto_bruno	uni-sao-paolo	2023
schubert_lutz	uni-koeln	2024
stead_stephen	paveprime-ltd	2024
pruemers_heiko	dai	2024
lammers_lukas	uni-koeln	2024
lammers_lukas	dai	2024
simha_vyshantha	ibm	2024
downs-tepper_liam	uni-wien	2024
tharandt_louise	uni-koeln	2021
tharandt_louise	uni-hu-berlin	2024
landeschi_giacomo	uni-lund	2024
oiva_mila	uni-turku	2024
deligio_chris	uni-frankfurt	2024
hameeuw_hendrik	uni-leuven	2025
schubert_zoe	uni-koeln	2018
schubert_zoe	spk	2025
schubert_zoe	tib	2025
kerig_tim	uni-kiel	2025
ciula_arianna	uni-london-kcl	2025
nyhan_julianne	uni-darmstadt	2022
noback_andreas	uni-darmstadt	2022
gestrich_nicholas	frobenius-institut	2022
lang_ulrich	uni-koeln	2022
rossberger_elisa	uni-fu-berlin	2022
brandsen_alex	uni-leiden	2023
murrieta-flores_patricia	uni-lancaster	2020
valletta_francesco	uni-jerusalem	2021
mccarty_willard	uni-london-ucl	2021
mccarty_willard	uni-london-kcl	2023
salciute-civiliene_gabriele	uni-london-ucl	2021
lang_matthias	uni-bonn	2021
olteanu_alin	uni-aachen	2021
hinz_daniel	uni-koeln	2021
erdbeer_robert-matthias	uni-muenster	2021
block-berlitz_marco	htw-dresden	2021
bonderup-dohn_nina	uni-southern-denmark	2021
hansen_stig-borsen	uni-southern-denmark	2021
christensen_inger-marie-falgren	uni-southern-denmark	2021
vanautgaerden_alexandre	uni-warwick	2022
papadopoulos_costas	uni-maastrich	2020
barker_elton	uni-open	2020
bruhn_kai-christian	fh-mainz	2020
reinhard_andrew	ans	2020
reinhard_andrew	uni-new-york	2020
bieber_jasmin	uni-konstanz	2020
bruschke_jonas	uni-wuerzburg	2020
bruschke_jonas	uni-dresden	2020
kroeber_cindy	uni-wuerzburg	2020
kroeber_cindy	uni-dresden	2020
roche_melanie	library-bnf	2021
feuser_stefan	uni-kiel	2021
behnert-brodhun_maximilian	uni-goettingen	2021
assmann_jan	uni-konstanz	2019
kenter_jan	uni-bonn	2019
laepke_stefanie	uni-bonn	2019
kreppner_florian-janoscha	uni-muenster	2019
povroznik_nadezhda	uni-perm	2019
povroznik_nadezhda	uni-luxemburg	2019
gomez_veronica-paula	conicet-santa-fe	2019
mara_hubert	uni-heidelberg	2019
remmy_michael	uni-koeln	2020
hiseni_valentina	uni-koeln	2020
kruhl_dominik	uni-koeln	2020
theisen_christian	uni-koeln	2020
byszuk_joanna	pan	2020
giordano_andrea	uni-padova	2019
ekström_andreas	sydsvenskan	2020
sayeed_asad	uni-gothenburg	2020
granström_helena	self-employment	2020
helden_johannes	self-employment	2020
borin_lars	uni-gothenburg	2020
horn_christian	uni-gothenburg	2020
lindhe_cecilia	uni-gothenburg	2020
björkin_mats	uni-gothenburg	2020
lamberti_elena	uni-bologna	2020
liu_ying-hsang	uni-southern-denmark	2021
donadelli_giovanni	uni-padova	2020
donadelli_giovanni	museum-uni-padova	2020
buzzoni_marina	uni-venezia	2019
abiven_karine	uni-sorbonne	2021
bartz_alexandre	uni-sorbonne	2021
saignol_come	uni-sorbonne	2021
borgna_alice	uni-piemonte-orientale	2022
da-costa_georges	uni-paul-sabatier	2022
hentschel_frank	uni-koeln	2017
wübbena_thorsten	dfk-paris	2018
heusinger_klaus-von	uni-koeln	2023
niknia_massoomeh	uni-koeln	2024
hess_mona	uni-bamberg	2018
kramer_iris	archai-ltd	2022
anne_ferger	uni-paderborn	2023
anne_ferger	uni-duisburg-essen	2023
nantke_julia	uni-hamburg	2023
roeder_torsten	uni-wuerzburg	2023
bermúdez-sabel_helena	uni-neuchatel	2023
krueger_frank	fh-wismar	2023
theise_antje	library-uni-rostock	2023
schroeder_max	uni-rostock	2023
uribe_jorge	uni-eafit	2023
sepulveda_pedro	uni-lissabon	2023
labahn_karsten	library-uni-rostock	2023
lemke_marc	uni-rostock	2023
meyer_holger	uni-rostock	2023
raeder_andy	uni-rostock	2023
mueller_caroline	uni-rostock	2024
kostresevic_milan	uni-rostock	2024
werner_christoph	fh-wismar	2024
pilhofer_philipp	uni-rostock	2024
wagner_martin	uni-rostock	2024
hoeltgen_stefan	fh-heidelberg	2024
hoeltgen_stefan	uni-bonn	2024
schroeter_julian	uni-muenchen	2024
vandewalle_alexander	uni-antwerpen	2024
vandewalle_alexander	uni-gent	2024
spinelli_julian	uni-buenos-aires	2024
veit_torsten	uni-greifswald	2024
neovesky_anna	uni-erfurt	2024
neovesky_anna	fh-erfurt	2024
sucharowski_wolfgang	uni-rostock	2024
kroll_stefan	uni-rostock	2024
poder_johann-christian	uni-rostock	2024
mende_jana-katharina	uni-halle-wittenberg	2025
klammt_anne	hait	2023
garces_juan	library-slub	2024
kronemeijer_redmer	self-employment	2018
fischer_gordon	bbaw	2021
lecroq_axelle	bbaw	2021
langner_martin	uni-goettingen	2021
alscher_stefan	uni-stuttgart	2016
vukojevic-haupt_karolina	uni-stuttgart	2017
baumann_martin	uni-stuttgart	2018
fleischer_lukas	uni-stuttgart	2018
borek_luise	uni-darmstadt	2024
jung_kerstin	uni-stuttgart	2024
ketschik_nora	uni-stuttgart	2024
glawion_anastasia	uni-erlangen-nuernberg	2024
fritze_christiane	uni-wien	2021
luther_anne	i4dh	2022
sanchez_joan-andreu	uni-valencia	2022
pfister_eugen	uni-bern	2023
kato_hiloko	uni-zuerich	2023
kato_hiloko	fh-zuerich	2023
wild_larissa	uni-lausanne	2023
wild_larissa	fh-zuerich	2023
niklas_jedrzej	uni-cambridge	2025
ros-munoz_salvador	uni-nacional-de-educacion-a-distancia	2024
