Person ID	First Name	Last Name	Sex	Year	Institution
schumacher_mareike	Mareike	Schumacher		2024	uni-stuttgart
schumacher_mareike	Mareike	Schumacher		2022	uni-darmstadt
flueh_marie	Marie	Flüh		2020	uni-hamburg
flueh_marie	Marie	Flüh		2024	uni-hamburg
diehr_franziska	Franziska	Diehr		2019	spk
glinka_katrin	Katrin	Glinka		2019	spk
bludau_mark-jan	Mark-Jan	Bludau		2019	fh-potsdam
busch_anna	Anna	Busch		2019	uni-potsdam
trilcke_peer	Peer	Trilcke		2019	uni-potsdam
bubenhofer_noah	Noah	Bubenhofer		2019	uni-zuerich
bubenhofer_noah	Noah	Bubenhofer		2024	uni-zuerich
groetschel_martin	Martin	Grötschel		2019	bbaw
klar_jochen	Jochen	Klar		2019	self-employment
wuttke_ulrike	Ulrike	Wuttke		2024	fh-potsdam
wuttke_ulrike	Ulrike	Wuttke		2019	fh-potsdam
jarosch_julian	Julian	Jarosch		2019	adw-mainz
middell_gregor	Gregor	Middell		2019	pagina
middell_gregor	Gregor	Middell		2023	bbaw
tuerkoglu_enes	Enes	Türkoğlu		2019	uni-koeln
tuerkoglu_enes	Enes	Türkoğlu		2024	uni-koeln
tuerkoglu_enes	Enes	Türkoğlu		2020	uni-koeln
pohl_oliver	Oliver	Pohl		2019	bbaw
mueller-laackman_jonas	Jonas	Müller-Laackman		2019	bbaw
pollin_christopher	Christopher	Pollin		2021	uni-graz
pollin_christopher	Christopher	Pollin		2019	uni-graz
pollin_christopher	Christopher	Pollin		2024	uni-graz
gardner_roy	Roy	Gardner		2019	psycle
fry_alex	Alex	Fry		2019	psycle
simon_tobias	Tobias	Simon		2018	fh-mainz
bleeker_elli	Elli	Bleeker		2019	knaw
bleeker_elli	Elli	Bleeker		2018	knaw
deicke_aline	Aline	Deicke		2025	uni-marburg
deicke_aline	Aline	Deicke		2018	adw-mainz
deicke_aline	Aline	Deicke		2022	adw-mainz
schirmacher_hartmut	Hartmut	Schirmacher		2018	fh-bht
baiter_johannes	Johannes	Baiter		2018	library-bsb
neuber_frederike	Frederike	Neuber		2018	bbaw
czmiel_alexander	Alexander	Czmiel		2019	bbaw
czmiel_alexander	Alexander	Czmiel		2018	bbaw
hussein_hussein	Hussein	Hussein		2018	uni-fu-berlin
meyer-sickendiek_burkhard	Burkhard	Meyer-Sickendiek		2018	uni-fu-berlin
burghardt_manuel	Manuel	Burghardt		2017	uni-regensburg
burghardt_manuel	Manuel	Burghardt		2024	uni-leipzig
burghardt_manuel	Manuel	Burghardt		2023	uni-lausanne
kuczera_andreas	Andreas	Kuczera		2017	adw-mainz
kuczera_andreas	Andreas	Kuczera		2020	adw-mainz
thomas_christian	Christian	Thomas		2021	bbaw
thomas_christian	Christian	Thomas		2017	bbaw uni-hu-berlin
thomas_christian	Christian	Thomas		2018	bbaw
thomas_christian	Christian	Thomas		2019	bbaw
thomas_christian	Christian	Thomas		2015	bbaw uni-hu-berlin
haaf_susanne	Susanne	Haaf		2017	bbaw
haaf_susanne	Susanne	Haaf		2019	bbaw
haaf_susanne	Susanne	Haaf		2021	bbaw
haaf_susanne	Susanne	Haaf		2023	bbaw
schaarschmidt_nadine	Nadine	Schaarschmidt		2025	uni-dresden
koehler_thomas	Thomas	Koehler		2025	uni-dresden
hachmeister_maren	Maren	Hachmeister		2025	hait
mattern_anna	Anna	Mattern		2025	uni-dresden
christoph_ralf	Ralf	Christoph		2024	uni-dresden
razniewski_simon	Simon	Razniewski		2024	scadsai
lachmund_anne-marie	Anne-Marie	Lachmund		2024	uni-dresden
heilmann_jan	Jan	Heilmann		2024	uni-dresden
heilmann_jan	Jan	Heilmann		2025	uni-dresden
langenhorst_jan	Jan	Langenhorst		2024	uni-dresden
frommherz_yannick	Yannick	Frommherz		2024	uni-dresden
reimer_martin	Martin	Reimer		2023	uni-dresden
herrmann_mathias	Mathias	Herrmann		2023	uni-dresden
zloch_stephanie	Stephanie	Zloch		2023	uni-dresden
dressen_angela	Angela	Dreßen		2023	uni-dresden
dressen_angela	Angela	Dreßen		2024	uni-dresden
uhrig_peter	Peter	Uhrig		2023	scadsai
rutz_andreas	Andreas	Rutz		2023	uni-dresden isgv
langner_anke	Anke	Langner		2023	uni-dresden
langner_anke	Anke	Langner		2024	uni-dresden
kneuer_marianne	Marianne	Kneuer		2023	uni-dresden
kneuer_marianne	Marianne	Kneuer		2024	uni-dresden
bartels_hauke	Hauke	Bartels		2022	uni-dresden
bartels_hauke	Hauke	Bartels		2024	uni-dresden
straub_verena	Verena	Straub		2022	uni-dresden
straub_verena	Verena	Straub		2024	uni-dresden
schankweiler_kerstin	Kerstin	Schankweiler		2022	uni-dresden
de-cesare_anna-maria	Anna-Maria	De Cesare		2022	uni-dresden
de-cesare_anna-maria	Anna-Maria	De Cesare		2023	uni-dresden
meier-vieracker_simon	Simon	Meier-Vieracker		2019	uni-dresden
meier-vieracker_simon	Simon	Meier-Vieracker		2022	uni-dresden
meier-vieracker_simon	Simon	Meier-Vieracker		2024	uni-dresden
meier-vieracker_simon	Simon	Meier-Vieracker		2018	uni-tu-berlin
halpern_orit	Orit	Halpern		2022	uni-dresden
halpern_orit	Orit	Halpern		2023	uni-dresden
halpern_orit	Orit	Halpern		2024	uni-dresden
menold_natalja	Natalja	Menold		2022	uni-dresden
menold_natalja	Natalja	Menold		2024	uni-dresden
wuerzner_kay-michael	Kay-Michael	Würzner		2022	library-slub
wuerzner_kay-michael	Kay-Michael	Würzner		2023	library-slub
wuerzner_kay-michael	Kay-Michael	Würzner		2017	bbaw
wuerzner_kay-michael	Kay-Michael	Würzner		2018	bbaw
diebel-fischer_hermann	Hermann	Diebel-Fischer		2022	zih scadsai
baumann_mario	Mario	Baumann		2022	uni-dresden
baumann_mario	Mario	Baumann		2023	uni-dresden
baumann_mario	Mario	Baumann		2024	uni-dresden
lasch_alexander	Alexander	Lasch		2023	uni-dresden
lasch_alexander	Alexander	Lasch		2022	uni-dresden
lasch_alexander	Alexander	Lasch		2024	uni-dresden
miquel_laura	Laura	Miquel		2021	csic
martínez-giralt_alejandro	Alejandro	Martínez Giralt		2021	csic
boadas_sonia	Sònia	Boadas		2021	uni-bologna
rodriguez-ortega_nuria	Nuria	Rodríguez-Ortega		2021	uni-malaga
coma-quintana_laia	Laia	del Bosque González		2021	uni-barcelona
del-bosque-gonzalez_isabel	Isabel	del Bosque González		2021	csic
sallan-gairin_joaquin	Joaquín	Gairín Sallán		2021	uni-barcelona-autonoma
vicent_naiara	Naiara	Vicent		2021	uni-pais-vasco
blanke_tobias	Tobias	Blanke		2024	uni-amsterdam
bonch-osmolovskaya_anastasia	Anastasia	Bonch-Osmolovskaya		2023	uni-moskau
acquavella-rauch_stefanie	Stefanie	Acquavella-Rauch		2021	uni-mainz
baker_keith-michael	Keith Michael	Baker		2016	uni-stanford
schnapp_jeffrey	Jeffrey	Schnapp		2016	uni-harvard
cugliana_elisa	Elisa	Cugliana		2020	uni-venezia
cugliana_elisa	Elisa	Cugliana		2018	uni-venezia
cugliana_elisa	Elisa	Cugliana		2022	uni-koeln
cugliana_elisa	Elisa	Cugliana		2023	uni-koeln
cugliana_elisa	Elisa	Cugliana		2024	uni-koeln
lucchesi_anita	Anita	Lucchesi		2023	uni-luxemburg
demantowsky_marko	Marko	Demantowsky		2017	uni-basel
ruef_bernhard	Bernhard	Ruef		2015	uni-zuerich
ruef_bernhard	Bernhard	Ruef		2021	ssrq
al-suadi_soham	Soham	Al-Suadi		2024	uni-rostock
alvares-freire_fernanda	Fernanda	Alvares Freire		2023	uni-rostock
alvares-freire_fernanda	Fernanda	Alvares Freire		2024	uni-rostock uni-darmstadt
baillot_anne	Anne	Baillot		2024	uni-le-mans
baillot_anne	Anne	Baillot		2017	centre-marc-bloch
berti_monica	Monica	Berti		2024	uni-leipzig
berti_monica	Monica	Berti		2023	uni-leipzig
cap_clemens	Clemens	Cap		2024	uni-rostock
carmo_ines-rebelo-do	Inês Rebelo do	Carmo		2023	uni-lissabon
dennerlein_katrin	Katrin	Dennerlein		2025	uni-wuerzburg
dumont_stefan	Stefan	Dumont		2023	bbaw
dumont_stefan	Stefan	Dumont		2017	bbaw
dumont_stefan	Stefan	Dumont		2018	bbaw
dumont_stefan	Stefan	Dumont		2021	bbaw
dumont_stefan	Stefan	Dumont		2015	bbaw
reichelt_manuela	Manuela	Reichelt		2023	fbn
eggert_anja	Anja	Eggert		2023	fbn
evans_tanya	Tanya	Evans		2020	uni-macquarie
fischer_frank	Frank	Fischer		2015	uni-goettingen
fischer_frank	Frank	Fischer		2016	uni-moskau
fischer_frank	Frank	Fischer		2024	uni-fu-berlin
fischer_frank	Frank	Fischer		2021	uni-fu-berlin dariah
fischer_frank	Frank	Fischer		2019	uni-moskau
gius_evelyn	Evelyn	Gius		2024	uni-darmstadt
gius_evelyn	Evelyn	Gius		2014	uni-hamburg
hall_mark	Mark	Hall		2024	uni-open
henny-krahmer_ulrike	Ulrike	Henny-Krahmer		2017	uni-wuerzburg
henny-krahmer_ulrike	Ulrike	Henny-Krahmer		2022	uni-rostock
henny-krahmer_ulrike	Ulrike	Henny-Krahmer		2023	uni-rostock
henny-krahmer_ulrike	Ulrike	Henny-Krahmer		2025	uni-rostock
herrmann_berenike	Berenike	Herrmann		2023	uni-bielefeld
herrmann_berenike	Berenike	Herrmann		2024	uni-bielefeld
himstedt-vaid_petra	Petra	Himstedt-Vaid		2023	uni-rostock
jettka_daniel	Daniel	Jettka		2023	uni-paderborn
kassner_fabian	Fabian	Kaßner		2023	uni-rostock
kassner_fabian	Fabian	Kaßner		2025	uni-rostock
kellner_nils	Nils	Kellner		2023	uni-rostock
neuefeind_claes	Claes	Neuefeind		2015	uni-koeln
neuefeind_claes	Claes	Neuefeind		2016	uni-koeln
messerschmidt_reinhard	Reinhard	Messerschmidt		2015	uni-koeln
rau_felix	Felix	Rau		2015	uni-koeln
rau_felix	Felix	Rau		2018	uni-koeln
diwersy_sascha	Sascha	Diwersy		2015	uni-koeln
dieckmann_lisa	Lisa	Dieckmann		2022	uni-koeln
dieckmann_lisa	Lisa	Dieckmann		2015	uni-koeln
dieckmann_lisa	Lisa	Dieckmann		2016	uni-koeln
dieckmann_lisa	Lisa	Dieckmann		2018	uni-koeln
fischer_franz	Franz	Fischer		2015	uni-koeln
fischer_franz	Franz	Fischer		2016	uni-koeln
vetter_angila	Angila	Vetter		2023	library-uni-kiel uni-augsburg
vetter_angila	Angila	Vetter		2024	library-uni-kiel uni-augsburg
hoffmann_moritz	Moritz	Hoffmann		2016	self-employment
parina_elena	Elena	Parina		2016	uni-marburg
gengnagel_tessa	Tessa	Gengnagel		2016	uni-koeln
gengnagel_tessa	Tessa	Gengnagel		2021	uni-koeln
gengnagel_tessa	Tessa	Gengnagel		2022	uni-koeln
gengnagel_tessa	Tessa	Gengnagel		2023	cceh
gengnagel_tessa	Tessa	Gengnagel		2024	uni-koeln
elwert_frederik	Frederik	Elwert		2016	uni-bochum
eide_oyvind	Øyvind	Eide		2016	uni-koeln
eide_oyvind	Øyvind	Eide		2024	uni-koeln
geelhaar_tim	Tim	Geelhaar		2017	uni-frankfurt
prager_christian	Christian	Prager		2017	uni-bonn
prager_christian	Christian	Prager		2021	uni-bonn
diederichs_katja	Katja	Diederichs		2017	uni-bonn
diederichs_katja	Katja	Diederichs		2021	uni-bonn
declerck_thierry	Thierry	Declerck		2017	dfki
declerck_thierry	Thierry	Declerck		2022	dfki
daxenberger_johannes	Johannes	Daxenberger		2017	uni-darmstadt
daengeli_peter	Peter	Dängeli		2017	uni-koeln
hodel_tobias	Tobias	Hodel		2017	uni-zuerich
witt_andreas	Andreas	Witt		2017	uni-koeln
witt_andreas	Andreas	Witt		2024	uni-mannheim uni-heidelberg
andrews_tara	Tara	Andrews		2022	uni-wien
andrews_tara	Tara	Andrews		2020	uni-wien
andrews_tara	Tara	Andrews		2021	uni-wien
andrews_tara	Tara	Andrews		2023	uni-wien
kahn_rebecca	Rebecca	Kahn		2021	uni-wien
kahn_rebecca	Rebecca	Kahn		2023	uni-wien
wallnig_thomas	Thomas	Wallnig		2020	uni-wien
wallnig_thomas	Thomas	Wallnig		2021	uni-wien
wallnig_thomas	Thomas	Wallnig		2023	uni-wien
windhager_florian	Florian	Windhager		2020	uni-krems
windhager_florian	Florian	Windhager		2021	uni-wien
windhager_florian	Florian	Windhager		2022	uni-krems
windhager_florian	Florian	Windhager		2023	uni-krems
vogeler_georg	Georg	Vogeler		2023	uni-graz
preiser-kapeller_johannes	Johannes	Preiser-Kapeller		2020	oeaw
preiser-kapeller_johannes	Johannes	Preiser-Kapeller		2022	oeaw
preiser-kapeller_johannes	Johannes	Preiser-Kapeller		2023	oeaw
rastinger_nina	Nina	Rastinger		2024	oeaw
fellner_hannes	Hannes	Fellner		2020	uni-wien
fellner_hannes	Hannes	Fellner		2022	uni-wien
fellner_hannes	Hannes	Fellner		2023	uni-wien
fellner_hannes	Hannes	Fellner		2024	uni-wien
odijk_jan	Jan	Odijk		2015	uni-utrecht
backes_marianne	Marianne	Backes		2015	cvce
arthur_paul	Paul	Arthur		2015	uni-west-sydney
huang_marianne	Marianne	Huang		2015	uni-aarhus
angeletaki_alexandra	Alexandra	Angeletaki		2016	uni-trondheim
ommer_björn	Björn	Ommer		2017	uni-heidelberg
crane_gregory	Gregory	Crane		2017	uni-leipzig uni-tufts
harrower_natalie	Natalie	Harrower		2017	dri ria
edmond_jennifer	Jennifer	Edmond		2021	uni-trinity-dublin dariah
edmond_jennifer	Jennifer	Edmond		2018	uni-trinity-dublin
tulp_jan-willem	Jan Willem	Tulp		2018	tulp
meyer_miriah	Miriah	Meyer		2019	uni-utah
van-erp_marieke	Marieke	van Erp		2019	knaw
romary_laurent	Laurent	Romary		2020	inria
van-hyning_victoria	Marieke	van Erp		2020	uni-maryland-info
hovy_dirk	Dirk	Hovy		2021	uni-bocconi
hovy_dirk	Dirk	Hovy		2022	uni-bocconi
bateman_john	John	Bateman		2021	uni-bremen
kohle_hubertus	Hubertus	Kohle		2021	uni-muenchen
schneider_stefanie	Stefanie	Schneider		2021	uni-muenchen
van-zundert_joris	Joris	van Zundert		2020	huygens-ing
mantoan_diego	Diego	Mantoan		2020	uni-venezia
may_sarah	Sarah	May		2020	uni-swansea
huskey_samuel	Samuel J	Huskey		2020	uni-oklahoma
dutta_abhishek	Abhishek	Dutta		2020	uni-oxford
malaspina_matilde	Matilde	Malaspina		2020	uni-oxford
schich_maximilian	Maximilian	Schich		2022	uni-tallinn
heath_sebastian	Sebastian	Heath		2022	uni-new-york
rogers_richard	Richard	Rogers		2022	uni-amsterdam
rabus_achim	Achim	Rabus		2023	uni-freiburg
rabus_achim	Achim	Rabus		2024	uni-freiburg
tasovac_toma	Toma	Tasovac		2023	dariah
horvath_aliz	Aliz	Horvath		2024	uni-eoetvoes-lorand
priego_ernesto	Ernesto	Priego		2021	uni-london-city
severo_marta	Marta	Severo		2021	uni-paris-nanterre
toth_michael-b	Michael B.	Toth		2021	rbtoth
nevola_fabrizio	Fabrizio	Nevola		2021	uni-exeter
hermens_erma	Erma	Hermens		2021	uni-amsterdam museum-rijks uni-venezia
forte_maurizio	Maurizio	Forte		2021	uni-duke
mancinelli_tiziana	Tiziana	Mancinelli		2021	uni-venezia
kiss_dániel	Dániel	Kiss		2021	uni-barcelona uni-venezia
siemens_ray	Ray	Siemens		2021	uni-victoria
siemens_ray	Ray	Siemens		2018	uni-victoria
siemens_ray	Ray	Siemens		2020	uni-victoria
arbuckle_alyssa	Alyssa	Arbuckle		2021	uni-victoria
dell-unto_nicolo	Nicolò	Dell’Unto		2014	cnr
dell-unto_nicolo	Nicolò	Dell’Unto		2021	uni-lund
bernini_rita	Rita	Bernini		2021	museum-icg
luzon_jose-maria	José María	Luzón		2021	museum-rabasf
misiti_maria-cristina	Maria Cristina	Misiti		2021	self-employment
daquino_marilena	Marilena	Daquino		2021	uni-bologna
gallia_arturo	Arturo	Gallia		2021	uni-roma-tre
pavlopoulos_ioannis	Ioannis (John)	Pavlopoulos		2022	uni-venezia uni-stockholm
gil_tiago-luis	Tiago Luís	Gil		2022	uni-venezia uni-brasilia
camps_jean-baptiste	Jean-Baptiste	Camps		2022	uni-venezia uni-ecole-des-chartes
mcgillivray_barbara	Barbara	McGillivray		2022	uni-london-kcl
berti_paolo	Paolo	Berti		2022	uni-venezia
macchiarelli_agnese	Agnese	Macchiarelli		2022	uni-venezia
danelon_nevio	Nevio	Danelon		2022	uni-duke uni-venezia
danelon_nevio	Nevio	Danelon		2024	uni-rome-sapienza
williams_sean	Sean	Williams		2022	uni-sheffield uni-venezia
dolcetti_francesca	Francesca	Dolcetti		2022	uni-venezia
galeazzo_ludovica	Ludovica	Galeazzo		2023	uni-padua
maietti_federica	Federica	Maietti		2023	uni-ferrara
carbe_emmanuela	Emmanuela	Carbé		2023	uni-siena
bessi_benedetta	Benedetta	Bessi		2023	uni-venezia
algee-hewitt_mark	Mark	Algee-Hewitt		2023	uni-stanford
lenci_alessandro	Alessandro	Lenci		2014	uni-pisa
lenci_alessandro	Alessandro	Lenci		2023	uni-pisa
damiano_rossana	Rossana	Damiano		2023	uni-torino
monachini_monica	Monica	Monachini		2019	ilc
fernández-castrillo_carolina	Carolina	Fernández-Castrillo		2019	uni-venezia uni-madrid
monella_paolo	Paolo	Monella		2019	uni-venezia uni-palermo
campagnolo_alberto	Alberto	Campagnolo		2020	uni-venezia
tomasi_francesca	Francesca	Tomasi		2020	uni-bologna
tonelli_sara	Sara	Tonelli		2020	fbk
corro_elisa	Elisa	Corrò		2020	uni-venezia
corro_elisa	Elisa	Corrò		2024	uni-venezia
fusi_daniele	Daniele	Fusi		2020	uni-venezia
delmonte_rodolfo	Rodolfo	Delmonte		2020	uni-venezia
redmond_marie	Marie	Redmond		2020	uni-venezia
tramelli_barbara	Barbara	Tramelli		2020	uni-venezia
campus_leonardo	Leonardo	Campus		2020	uni-venezia
robinson_peter	Peter	Robinson		2024	uni-saskatchewan uni-venezia
caloi_ilaria	Ilaria	Caloi		2024	uni-venezia
bernardini_federico	Federico	Bernardini		2024	uni-venezia
cauvin_thomas	Thomas	Cauvin		2024	uni-luxemburg
boschetti_federico	Federico	Boschetti		2024	ilc
kloet_jeroen-de	Jeroen	de Kloet		2024	uni-amsterdam
dziekan_vincent	Vincent	Dziekan		2024	uni-monash
madden_amanda	Amanda	Madden		2024	uni-george-mason
rettberg_scott	Scott	Rettberg		2024	uni-bergen
wuebbena_thorsten	Thorsten	Wübbena		2022	ieg-mainz
cremer_fabian	Fabian	Cremer		2018	mws
pujol-tost_laia	Laia	Pujol		2018	uni-york uni-pompeu-fabra
el-khatib_randa	Randa	El Khatib		2018	uni-victoria
sahle_patrick	Patrick	Sahle		2015	uni-koeln
sahle_patrick	Patrick	Sahle		2016	uni-koeln
sahle_patrick	Patrick	Sahle		2017	uni-koeln
sahle_patrick	Patrick	Sahle		2018	uni-koeln
sahle_patrick	Patrick	Sahle		2019	uni-koeln
sahle_patrick	Patrick	Sahle		2021	uni-wuppertal
schulz_sarah	Sarah	Schulz		2018	uni-stuttgart
reiter_nils	Nils	Reiter		2018	uni-stuttgart
reiter_nils	Nils	Reiter		2021	uni-koeln uni-stuttgart
reiter_nils	Nils	Reiter		2017	uni-stuttgart
kirschbaum_jan	Jan	Kirschbaum		2018	uni-duesseldorf
paliou_eleftheria	Eleftheria	Paliou		2018	uni-koeln
paliou_eleftheria	Eleftheria	Paliou		2024	uni-koeln
wikman_thomas	Thomas	Wikman		2018	self-employment
mondaca_francisco	Francisco	Mondaca		2018	uni-koeln
zimmer_sebastian	Sebastian	Zimmer		2018	uni-koeln
zimmer_sebastian	Sebastian	Zimmer		2019	uni-koeln
koenig_mareike	Mareike	König		2019	dhi-paris
koenig_mareike	Mareike	König		2023	dhi-paris
probst_nora	Nora	Probst		2019	uni-koeln
probst_nora	Nora	Probst		2022	uni-paderborn
mertgens_andreas	Andreas	Mertgens		2019	cceh
saef_nasrin	Nasrin	Saef		2019	cceh
blumtritt_jonathan	Jonathan	Blumtritt		2019	uni-koeln
blumtritt_jonathan	Jonathan	Blumtritt		2023	cceh
helling_patrick	Patrick	Helling		2019	uni-koeln
christlein_vincent	Vincent	Christlein		2019	uni-erlangen-nuernberg
chiarcos_christian	Christian	Chiarcos		2019	uni-frankfurt
ionov_maxim	Maxim	Ionov		2019	uni-frankfurt
pierazzo_elena	Elena	Pierazzo		2019	uni-grenoble-alpes
pierazzo_elena	Elena	Pierazzo		2014	uni-grenoble-alpes
huitfeldt_claus	Claus	Huitfeldt		2020	uni-bergen
huitfeldt_claus	Claus	Huitfeldt		2023	uni-bergen
klein_bjoern	Björn	Klein		2020	fh-nordwestschweiz
demmer_dennis	Dennis	Demmer		2020	uni-koeln
hermes_juergen	Jürgen	Hermes		2015	uni-koeln
hermes_juergen	Jürgen	Hermes		2016	uni-koeln
hermes_juergen	Jürgen	Hermes		2020	uni-koeln
palladino_chiara	Chiara	Palladino		2020	uni-furman
karimi_farimah	Farimah	Karimi		2020	uni-koeln
oberste-hetbleck_nadine	Nadine	Oberste-Hetbleck		2020	uni-koeln
bigalke_jan	Jan	Bigalke		2020	uni-koeln
drach_sviatoslav	Sviatoslav	Drach		2020	uni-koeln
pohl_adrian	Adrian	Pohl		2020	library-hbz-nrw
christoph_pascal	Pascal	Christoph		2020	library-hbz-nrw
steeg_fabian	Fabian	Steeg		2020	library-hbz-nrw
kuroczynski_piotr	Piotr	Kuroczynski		2020	fh-mainz
kuroczynski_piotr	Piotr	Kuroczynski		2019	fh-mainz
peters_jens	Jens	Peters		2020	lvr-infokom
guenther_sabine-de	Sabine	de Günther		2021	fh-potsdam
freyberg_linda	Linda	Freyberg		2021	fh-potsdam
cetinoglu_oezlem	Özlem	Çetinoğlu		2021	uni-stuttgart
effinger_maria	Maria	Effinger		2021	library-uni-heidelberg
roewenstrunk_daniel	Daniel	Röwenstrunk		2021	uni-paderborn
busch_hannah	Hannah	Busch		2021	huygens-ing
mischke_britta	Britta	Mischke		2021	uni-koeln
perathoner_marcello	Marcello	Perathoner		2021	uni-koeln
heftberger_adelheid	Adelheid	Heftberger		2021	archive-barch-berlin
binnewitt_johanna	Johanna	Binnewitt		2021	bibb
offert_fabian	Fabian	Offert		2022	uni-sb-california
pagel_janis	Janis	Pagel		2022	uni-koeln
lorenz_andrea	Andrea	Lorenz		2022	uni-hamburg
berg_mia	Mia	Berg		2022	uni-bochum
schrade_torsten	Torsten	Schrade		2022	adw-mainz
popovic_mihailo	Mihailo	Popović		2022	oeaw
koschicek-krombholz_bernhard	Bernhard	Koschiček-Krombholz		2022	oeaw
stede_manfred	Manfred	Stede		2022	uni-potsdam
santos_pedro	Pedro	Santos		2022	fraunhofer-igd
grund_vera	Vera	Grund		2023	uni-paderborn
drewes_henner	Henner	Drewes		2023	uni-paderborn
muenzmay_andreas	Andreas	Münzmay		2023	uni-paderborn
messemer_heike	Heike	Messemer		2023	uni-dresden
schrader_oliver	Oliver	Schrader		2023	cceh
gassmann_sebastian	Sebastian	Gassmann		2023	uni-bonn
sode_claudia	Claudia	Sode		2023	uni-koeln
filosa_martina	Martina	Filosa		2023	uni-koeln
filosa_martina	Martina	Filosa		2024	uni-koeln
sopracasa_alessio	Alessio	Sopracasa		2023	uni-paris-sorbonne
ostrowski_alina	Alina	Ostrowski		2023	uni-passau
horstmann_jan	Jan	Horstmann		2023	uni-muenster
horstmann_jan	Jan	Horstmann		2022	uni-muenster
finlayson_mark	Mark	Finlayson		2023	uni-florida
finlayson_mark	Mark	Finlayson		2022	uni-florida
barabucci_gioele	Gioele	Barabucci		2023	uni-koeln
garozzo_raissa	Raissa	Garozzo		2023	uni-catania
wutte_anja	Anja	Wutte		2023	uni-koeln
schaeben_marcel	Marcel	Schaeben		2023	uni-koeln
politopoulos_aris	Aris	Politopoulos		2023	uni-leiden
iliev_dimitar	Dimitar	Iliev		2023	uni-sofia
ferraz-gerardi_fabricio	Fabrício	Ferraz Gerardi		2023	uni-tuebingen
barreto_bruno	Bruno	Barreto		2023	uni-sao-paolo
schubert_lutz	Lutz	Schubert		2024	uni-koeln
stead_stephen	Stephen	Stead		2024	paveprime-ltd
pruemers_heiko	Heiko	Prümers		2024	dai
lammers_lukas	Lukas	Lammers		2024	uni-koeln dai
simha_vyshantha	Vyshantha	Simha		2024	ibm
downs-tepper_liam	Liam	Downs-Tepper		2024	uni-wien
tharandt_louise	Louise	Tharandt		2021	uni-koeln
tharandt_louise	Louise	Tharandt		2022	uni-koeln
tharandt_louise	Louise	Tharandt		2024	uni-hu-berlin
landeschi_giacomo	Giacomo	Landeschi		2024	uni-lund
oiva_mila	Mila	Oiva		2024	uni-turku
deligio_chris	Chris	Deligio		2024	uni-frankfurt
hameeuw_hendrik	Hendrik	Hameeuw		2025	uni-leuven
schubert_zoe	Zoe	Schubert		2018	uni-koeln
schubert_zoe	Zoe	Schubert		2019	uni-koeln
schubert_zoe	Zoe	Schubert		2025	spk tib
kerig_tim	Tim	Kerig		2025	uni-kiel
ciula_arianna	Arianna	Ciula		2025	uni-london-kcl
nyhan_julianne	Julianne	Nyhan		2022	uni-darmstadt
noback_andreas	Andreas	Noback		2022	uni-darmstadt
gestrich_nicholas	Nicholas	Gestrich		2022	frobenius-institut
lang_ulrich	Ulrich	Lang		2022	uni-koeln
rossberger_elisa	Elisa	Roßberger		2022	uni-fu-berlin
brandsen_alex	Alex	Brandsen		2023	uni-leiden
murrieta-flores_patricia	Patricia	Murrieta-Flores		2020	uni-lancaster
murrieta-flores_patricia	Patricia	Murrieta-Flores		2023	uni-lancaster
valletta_francesco	Francesco	Valletta		2021	uni-jerusalem
mccarty_willard	Willard	McCarty		2021	uni-london-ucl
mccarty_willard	Willard	McCarty		2023	uni-london-kcl
salciute-civiliene_gabriele	Gabriele	Salciute Civiliene		2021	uni-london-ucl
lang_matthias	Matthias	Lang		2021	uni-bonn
olteanu_alin	Alin	Olteanu		2021	uni-aachen
hinz_daniel	Daniel	Hinz		2021	uni-koeln
erdbeer_robert-matthias	Robert Matthias	Erdbeer		2021	uni-muenster
block-berlitz_marco	Marco	Block-Berlitz		2021	htw-dresden
bonderup-dohn_nina	Nina	Bonderup Dohn		2021	uni-southern-denmark
hansen_stig-borsen	Stig Børsen	Hansen		2021	uni-southern-denmark
christensen_inger-marie-falgren	Inger-Marie Falgren	Christensen		2021	uni-southern-denmark
vanautgaerden_alexandre	Alexandre	Vanautgaerden		2022	uni-warwick
papadopoulos_costas	Costas	Papadopoulos		2020	uni-maastrich
papadopoulos_costas	Costas	Papadopoulos		2022	uni-maastrich
barker_elton	Elton	Barker		2020	uni-open
bruhn_kai-christian	Kai-Christian	Bruhn		2020	fh-mainz
reinhard_andrew	Andrew	Reinhard		2020	ans uni-new-york
bieber_jasmin	Jasmin	Bieber		2020	uni-konstanz
bruschke_jonas	Jonas	Bruschke		2020	uni-wuerzburg uni-dresden
kroeber_cindy	Cindy	Kröber		2020	uni-wuerzburg uni-dresden
roche_melanie	Mélanie	Roche		2021	library-bnf
feuser_stefan	Stefan	Feuser		2021	uni-kiel
behnert-brodhun_maximilian	Maximilian	Behnert-Brodhun		2021	uni-goettingen
assmann_jan	Jan	Assmann		2019	uni-konstanz
kenter_jan	Jan	Kenter		2019	uni-bonn
laepke_stefanie	Stefanie	Läpke		2019	uni-bonn
kreppner_florian-janoscha	Florian Janoscha	Kreppner		2019	uni-muenster
povroznik_nadezhda	Nadezhda	Povroznik		2019	uni-perm uni-luxemburg
gomez_veronica-paula	Verónica Paula	Gómez		2019	conicet-santa-fe
mara_hubert	Hubert	Mara		2019	uni-heidelberg
remmy_michael	Michael	Remmy		2020	uni-koeln
