TermOrganizers	LectureSpeaker	SeriesId	EdgeId	speaker	affiliation
biasiori_lucio	wallnig_thomas (uni-wien)	ls1	ls1_t1_l1	wallnig_thomas	uni-wien
biasiori_lucio	donadelli_giovanni (uni-padova museum-uni-padova)	ls1	ls1_t1_l2	donadelli_giovanni	uni-padova museum-uni-padova
biasiori_lucio	xie_shi (uni-sun-yat-sen)	ls1	ls1_t1_l3	xie_shi	uni-sun-yat-sen
biasiori_lucio	orlandi_marco (uni-padova)	ls1	ls1_t1_l4	orlandi_marco	uni-padova
biasiori_lucio	elice_martina (uni-padova)	ls1	ls1_t1_l5	elice_martina	uni-padova
biasiori_lucio	ferrarese_francesco (uni-padova)	ls1	ls1_t1_l6	ferrarese_francesco	uni-padova
rabbiosi_chiara	wallnig_thomas (uni-wien)	ls1	ls1_t1_l1	wallnig_thomas	uni-wien
rabbiosi_chiara	donadelli_giovanni (uni-padova museum-uni-padova)	ls1	ls1_t1_l2	donadelli_giovanni	uni-padova museum-uni-padova
rabbiosi_chiara	xie_shi (uni-sun-yat-sen)	ls1	ls1_t1_l3	xie_shi	uni-sun-yat-sen
rabbiosi_chiara	orlandi_marco (uni-padova)	ls1	ls1_t1_l4	orlandi_marco	uni-padova
rabbiosi_chiara	elice_martina (uni-padova)	ls1	ls1_t1_l5	elice_martina	uni-padova
rabbiosi_chiara	ferrarese_francesco (uni-padova)	ls1	ls1_t1_l6	ferrarese_francesco	uni-padova
mazzini_federico	wallnig_thomas (uni-wien)	ls1	ls1_t1_l1	wallnig_thomas	uni-wien
mazzini_federico	donadelli_giovanni (uni-padova museum-uni-padova)	ls1	ls1_t1_l2	donadelli_giovanni	uni-padova museum-uni-padova
mazzini_federico	xie_shi (uni-sun-yat-sen)	ls1	ls1_t1_l3	xie_shi	uni-sun-yat-sen
mazzini_federico	orlandi_marco (uni-padova)	ls1	ls1_t1_l4	orlandi_marco	uni-padova
mazzini_federico	elice_martina (uni-padova)	ls1	ls1_t1_l5	elice_martina	uni-padova
mazzini_federico	ferrarese_francesco (uni-padova)	ls1	ls1_t1_l6	ferrarese_francesco	uni-padova
lubian_francesco	wallnig_thomas (uni-wien)	ls1	ls1_t1_l1	wallnig_thomas	uni-wien
lubian_francesco	donadelli_giovanni (uni-padova museum-uni-padova)	ls1	ls1_t1_l2	donadelli_giovanni	uni-padova museum-uni-padova
lubian_francesco	xie_shi (uni-sun-yat-sen)	ls1	ls1_t1_l3	xie_shi	uni-sun-yat-sen
lubian_francesco	orlandi_marco (uni-padova)	ls1	ls1_t1_l4	orlandi_marco	uni-padova
lubian_francesco	elice_martina (uni-padova)	ls1	ls1_t1_l5	elice_martina	uni-padova
lubian_francesco	ferrarese_francesco (uni-padova)	ls1	ls1_t1_l6	ferrarese_francesco	uni-padova
orlandi_marco	wallnig_thomas (uni-wien)	ls1	ls1_t1_l1	wallnig_thomas	uni-wien
orlandi_marco	donadelli_giovanni (uni-padova museum-uni-padova)	ls1	ls1_t1_l2	donadelli_giovanni	uni-padova museum-uni-padova
orlandi_marco	xie_shi (uni-sun-yat-sen)	ls1	ls1_t1_l3	xie_shi	uni-sun-yat-sen
orlandi_marco	orlandi_marco (uni-padova)	ls1	ls1_t1_l4	orlandi_marco	uni-padova
orlandi_marco	elice_martina (uni-padova)	ls1	ls1_t1_l5	elice_martina	uni-padova
orlandi_marco	ferrarese_francesco (uni-padova)	ls1	ls1_t1_l6	ferrarese_francesco	uni-padova
biasiori_lucio	bernardi_teresa (uni-padova)	ls1	ls1_t2_l1	bernardi_teresa	uni-padova
biasiori_lucio	zilio_daniel (uni-padova)	ls1	ls1_t2_l2	zilio_daniel	uni-padova
biasiori_lucio	novello_elisabetta (uni-padova)	ls1	ls1_t2_l3	novello_elisabetta	uni-padova
biasiori_lucio	chemello_marco (uni-padova)	ls1	ls1_t2_l4	chemello_marco	uni-padova
biasiori_lucio	mazzini_federico (uni-padova)	ls1	ls1_t2_l4	mazzini_federico	uni-padova
biasiori_lucio	elice_martina (uni-padova)	ls1	ls1_t2_l5	elice_martina	uni-padova
biasiori_lucio	mazzini_federico (uni-padova)	ls1	ls1_t2_l6	mazzini_federico	uni-padova
biasiori_lucio	orlandi_marco (uni-padova)	ls1	ls1_t2_l6	orlandi_marco	uni-padova
rabbiosi_chiara	bernardi_teresa (uni-padova)	ls1	ls1_t2_l1	bernardi_teresa	uni-padova
rabbiosi_chiara	zilio_daniel (uni-padova)	ls1	ls1_t2_l2	zilio_daniel	uni-padova
rabbiosi_chiara	novello_elisabetta (uni-padova)	ls1	ls1_t2_l3	novello_elisabetta	uni-padova
rabbiosi_chiara	chemello_marco (uni-padova)	ls1	ls1_t2_l4	chemello_marco	uni-padova
rabbiosi_chiara	mazzini_federico (uni-padova)	ls1	ls1_t2_l4	mazzini_federico	uni-padova
rabbiosi_chiara	elice_martina (uni-padova)	ls1	ls1_t2_l5	elice_martina	uni-padova
rabbiosi_chiara	mazzini_federico (uni-padova)	ls1	ls1_t2_l6	mazzini_federico	uni-padova
rabbiosi_chiara	orlandi_marco (uni-padova)	ls1	ls1_t2_l6	orlandi_marco	uni-padova
mazzini_federico	bernardi_teresa (uni-padova)	ls1	ls1_t2_l1	bernardi_teresa	uni-padova
mazzini_federico	zilio_daniel (uni-padova)	ls1	ls1_t2_l2	zilio_daniel	uni-padova
mazzini_federico	novello_elisabetta (uni-padova)	ls1	ls1_t2_l3	novello_elisabetta	uni-padova
mazzini_federico	chemello_marco (uni-padova)	ls1	ls1_t2_l4	chemello_marco	uni-padova
mazzini_federico	mazzini_federico (uni-padova)	ls1	ls1_t2_l4	mazzini_federico	uni-padova
mazzini_federico	elice_martina (uni-padova)	ls1	ls1_t2_l5	elice_martina	uni-padova
mazzini_federico	mazzini_federico (uni-padova)	ls1	ls1_t2_l6	mazzini_federico	uni-padova
mazzini_federico	orlandi_marco (uni-padova)	ls1	ls1_t2_l6	orlandi_marco	uni-padova
lubian_francesco	bernardi_teresa (uni-padova)	ls1	ls1_t2_l1	bernardi_teresa	uni-padova
lubian_francesco	zilio_daniel (uni-padova)	ls1	ls1_t2_l2	zilio_daniel	uni-padova
lubian_francesco	novello_elisabetta (uni-padova)	ls1	ls1_t2_l3	novello_elisabetta	uni-padova
lubian_francesco	chemello_marco (uni-padova)	ls1	ls1_t2_l4	chemello_marco	uni-padova
lubian_francesco	mazzini_federico (uni-padova)	ls1	ls1_t2_l4	mazzini_federico	uni-padova
lubian_francesco	elice_martina (uni-padova)	ls1	ls1_t2_l5	elice_martina	uni-padova
lubian_francesco	mazzini_federico (uni-padova)	ls1	ls1_t2_l6	mazzini_federico	uni-padova
lubian_francesco	orlandi_marco (uni-padova)	ls1	ls1_t2_l6	orlandi_marco	uni-padova
orlandi_marco	bernardi_teresa (uni-padova)	ls1	ls1_t2_l1	bernardi_teresa	uni-padova
orlandi_marco	zilio_daniel (uni-padova)	ls1	ls1_t2_l2	zilio_daniel	uni-padova
orlandi_marco	novello_elisabetta (uni-padova)	ls1	ls1_t2_l3	novello_elisabetta	uni-padova
orlandi_marco	chemello_marco (uni-padova)	ls1	ls1_t2_l4	chemello_marco	uni-padova
orlandi_marco	mazzini_federico (uni-padova)	ls1	ls1_t2_l4	mazzini_federico	uni-padova
orlandi_marco	elice_martina (uni-padova)	ls1	ls1_t2_l5	elice_martina	uni-padova
orlandi_marco	mazzini_federico (uni-padova)	ls1	ls1_t2_l6	mazzini_federico	uni-padova
orlandi_marco	orlandi_marco (uni-padova)	ls1	ls1_t2_l6	orlandi_marco	uni-padova
salvatori_enrica	zanzotto_fabio-massimo (uni-roma-tor-vergata)	ls2	ls2_t1_l1	zanzotto_fabio-massimo	uni-roma-tor-vergata
salvatori_enrica	venerandi_fabrizio (self-employment)	ls2	ls2_t1_l2	venerandi_fabrizio	self-employment
salvatori_enrica	paterno_fabio (cnr)	ls2	ls2_t1_l3	paterno_fabio	cnr
salvatori_enrica	rosselli-del-turco_roberto (uni-pisa)	ls2	ls2_t1_l4	rosselli-del-turco_roberto	uni-pisa
salvatori_enrica	di-donato_francesca (self-employment)	ls2	ls2_t1_l5	di-donato_francesca	self-employment
salvatori_enrica	d-altan_paolo (self-employment)	ls2	ls2_t1_l6	d-altan_paolo	self-employment
salvatori_enrica	dell-unto_nicolo (cnr)	ls2	ls2_t1_l7	dell-unto_nicolo	cnr
salvatori_enrica	d-angelo_fabrizio (uni-roma-tre)	ls2	ls2_t1_l8	d-angelo_fabrizio	uni-roma-tre
salvatori_enrica	rossi_paolo (uni-pisa)	ls2	ls2_t1_l9	rossi_paolo	uni-pisa
simi_maria	zanzotto_fabio-massimo (uni-roma-tor-vergata)	ls2	ls2_t1_l1	zanzotto_fabio-massimo	uni-roma-tor-vergata
simi_maria	venerandi_fabrizio (self-employment)	ls2	ls2_t1_l2	venerandi_fabrizio	self-employment
simi_maria	paterno_fabio (cnr)	ls2	ls2_t1_l3	paterno_fabio	cnr
simi_maria	rosselli-del-turco_roberto (uni-pisa)	ls2	ls2_t1_l4	rosselli-del-turco_roberto	uni-pisa
simi_maria	di-donato_francesca (self-employment)	ls2	ls2_t1_l5	di-donato_francesca	self-employment
simi_maria	d-altan_paolo (self-employment)	ls2	ls2_t1_l6	d-altan_paolo	self-employment
simi_maria	dell-unto_nicolo (cnr)	ls2	ls2_t1_l7	dell-unto_nicolo	cnr
simi_maria	d-angelo_fabrizio (uni-roma-tre)	ls2	ls2_t1_l8	d-angelo_fabrizio	uni-roma-tre
simi_maria	rossi_paolo (uni-pisa)	ls2	ls2_t1_l9	rossi_paolo	uni-pisa
salvatori_enrica	salvatori_enrica (uni-pisa)	ls2	ls2_t2_l1	salvatori_enrica	uni-pisa
salvatori_enrica	tammaro_anna-maria (uni-parma)	ls2	ls2_t2_l2	tammaro_anna-maria	uni-parma
salvatori_enrica	genovese_giulia (websoup)	ls2	ls2_t2_l3	genovese_giulia	websoup
salvatori_enrica	lenci_alessandro (uni-pisa)	ls2	ls2_t2_l4	lenci_alessandro	uni-pisa
salvatori_enrica	cignoni_giovanni (uni-pisa)	ls2	ls2_t2_l5	cignoni_giovanni	uni-pisa
salvatori_enrica	garzella_lorenzo (self-employment)	ls2	ls2_t2_l6	garzella_lorenzo	self-employment
salvatori_enrica	salvatori_nicoletta (cnr)	ls2	ls2_t2_l7	salvatori_nicoletta	cnr
salvatori_enrica	varanini_francesco (self-employment)	ls2	ls2_t2_l8	varanini_francesco	self-employment
salvatori_enrica	angiolini_andrea (pandoracampus)	ls2	ls2_t2_l9	angiolini_andrea	pandoracampus
salvatori_enrica	bartalesi_valentina (cnr)	ls2	ls2_t2_l10	bartalesi_valentina	cnr
simi_maria	salvatori_enrica (uni-pisa)	ls2	ls2_t2_l1	salvatori_enrica	uni-pisa
simi_maria	tammaro_anna-maria (uni-parma)	ls2	ls2_t2_l2	tammaro_anna-maria	uni-parma
simi_maria	genovese_giulia (websoup)	ls2	ls2_t2_l3	genovese_giulia	websoup
simi_maria	lenci_alessandro (uni-pisa)	ls2	ls2_t2_l4	lenci_alessandro	uni-pisa
simi_maria	cignoni_giovanni (uni-pisa)	ls2	ls2_t2_l5	cignoni_giovanni	uni-pisa
simi_maria	garzella_lorenzo (self-employment)	ls2	ls2_t2_l6	garzella_lorenzo	self-employment
simi_maria	salvatori_nicoletta (cnr)	ls2	ls2_t2_l7	salvatori_nicoletta	cnr
simi_maria	varanini_francesco (self-employment)	ls2	ls2_t2_l8	varanini_francesco	self-employment
simi_maria	angiolini_andrea (pandoracampus)	ls2	ls2_t2_l9	angiolini_andrea	pandoracampus
simi_maria	bartalesi_valentina (cnr)	ls2	ls2_t2_l10	bartalesi_valentina	cnr
salvatori_enrica	gnoli_claudio (uni-pavia)	ls2	ls2_t3_l1	gnoli_claudio	uni-pavia
salvatori_enrica	lame_marion (cnr)	ls2	ls2_t3_l2	lame_marion	cnr
salvatori_enrica	roncaglia_gino (uni-tuscia)	ls2	ls2_t3_l3	roncaglia_gino	uni-tuscia
salvatori_enrica	mastandrea_paolo (uni-venezia)	ls2	ls2_t3_l4	mastandrea_paolo	uni-venezia
salvatori_enrica	marzi_claudia (cnr)	ls2	ls2_t3_l5	marzi_claudia	cnr
salvatori_enrica	nahli_ouafae (cnr)	ls2	ls2_t3_l5	nahli_ouafae	cnr
salvatori_enrica	pirrelli_vito (cnr)	ls2	ls2_t3_l5	pirrelli_vito	cnr
salvatori_enrica	banterle_francesco (cnr)	ls2	ls2_t3_l6	banterle_francesco	cnr
salvatori_enrica	brunelli_antonella (uni-bologna)	ls2	ls2_t3_l7	brunelli_antonella	uni-bologna
salvatori_enrica	brigati_roberto (uni-bologna)	ls2	ls2_t3_l7	brigati_roberto	uni-bologna
salvatori_enrica	barbuti_roberto (uni-pisa)	ls2	ls2_t3_l8	barbuti_roberto	uni-pisa
salvatori_enrica	meschini_federico (uni-tuscia)	ls2	ls2_t3_l9	meschini_federico	uni-tuscia
simi_maria	gnoli_claudio (uni-pavia)	ls2	ls2_t3_l1	gnoli_claudio	uni-pavia
simi_maria	lame_marion (cnr)	ls2	ls2_t3_l2	lame_marion	cnr
simi_maria	roncaglia_gino (uni-tuscia)	ls2	ls2_t3_l3	roncaglia_gino	uni-tuscia
simi_maria	mastandrea_paolo (uni-venezia)	ls2	ls2_t3_l4	mastandrea_paolo	uni-venezia
simi_maria	marzi_claudia (cnr)	ls2	ls2_t3_l5	marzi_claudia	cnr
simi_maria	nahli_ouafae (cnr)	ls2	ls2_t3_l5	nahli_ouafae	cnr
simi_maria	pirrelli_vito (cnr)	ls2	ls2_t3_l5	pirrelli_vito	cnr
simi_maria	banterle_francesco (cnr)	ls2	ls2_t3_l6	banterle_francesco	cnr
simi_maria	brunelli_antonella (uni-bologna)	ls2	ls2_t3_l7	brunelli_antonella	uni-bologna
simi_maria	brigati_roberto (uni-bologna)	ls2	ls2_t3_l7	brigati_roberto	uni-bologna
simi_maria	barbuti_roberto (uni-pisa)	ls2	ls2_t3_l8	barbuti_roberto	uni-pisa
simi_maria	meschini_federico (uni-tuscia)	ls2	ls2_t3_l9	meschini_federico	uni-tuscia
salvatori_enrica	de-santis_dario (uni-milano-bicocca)	ls2	ls2_t4_l1	de-santis_dario	uni-milano-bicocca
salvatori_enrica	testa_simone (eui)	ls2	ls2_t4_l2	testa_simone	eui
salvatori_enrica	muggittu_vincenzo (liceo-classico-galileo-galilei)	ls2	ls2_t4_l3	muggittu_vincenzo	liceo-classico-galileo-galilei
salvatori_enrica	frontini_francesca (cnr)	ls2	ls2_t4_l4	frontini_francesca	cnr
salvatori_enrica	salvatori_nicoletta (cnr)	ls2	ls2_t4_l5	salvatori_nicoletta	cnr
salvatori_enrica	pinna_gabriela-maria (cnr)	ls2	ls2_t4_l6	pinna_gabriela-maria	cnr
salvatori_enrica	tambassi_timothy (uni-piemonte-orientale)	ls2	ls2_t4_l7	tambassi_timothy	uni-piemonte-orientale
salvatori_enrica	pagliarini_enrico (radio-24)	ls2	ls2_t4_l8	pagliarini_enrico	radio-24
salvatori_enrica	feliciati_pierluigi (uni-macerata)	ls2	ls2_t4_l9	feliciati_pierluigi	uni-macerata
simi_maria	de-santis_dario (uni-milano-bicocca)	ls2	ls2_t4_l1	de-santis_dario	uni-milano-bicocca
simi_maria	testa_simone (eui)	ls2	ls2_t4_l2	testa_simone	eui
simi_maria	muggittu_vincenzo (liceo-classico-galileo-galilei)	ls2	ls2_t4_l3	muggittu_vincenzo	liceo-classico-galileo-galilei
simi_maria	frontini_francesca (cnr)	ls2	ls2_t4_l4	frontini_francesca	cnr
simi_maria	salvatori_nicoletta (cnr)	ls2	ls2_t4_l5	salvatori_nicoletta	cnr
simi_maria	pinna_gabriela-maria (cnr)	ls2	ls2_t4_l6	pinna_gabriela-maria	cnr
simi_maria	tambassi_timothy (uni-piemonte-orientale)	ls2	ls2_t4_l7	tambassi_timothy	uni-piemonte-orientale
simi_maria	pagliarini_enrico (radio-24)	ls2	ls2_t4_l8	pagliarini_enrico	radio-24
simi_maria	feliciati_pierluigi (uni-macerata)	ls2	ls2_t4_l9	feliciati_pierluigi	uni-macerata
salvatori_enrica	cei_enzo (self-employment)	ls2	ls2_t5_l1	cei_enzo	self-employment
salvatori_enrica	spugnesi_giorgio (uni-pisa)	ls2	ls2_t5_l2	spugnesi_giorgio	uni-pisa
salvatori_enrica	guarasci_roberto (uni-calabria)	ls2	ls2_t5_l3	guarasci_roberto	uni-calabria
salvatori_enrica	d-ambra_dario (fh-koeln)	ls2	ls2_t5_l4	d-ambra_dario	fh-koeln
salvatori_enrica	bianchi_alessandra (uni-bergamo)	ls2	ls2_t5_l5	bianchi_alessandra	uni-bergamo
salvatori_enrica	turbanti_simona (uni-pisa)	ls2	ls2_t5_l6	turbanti_simona	uni-pisa
salvatori_enrica	caputo_marina (uni-perugia)	ls2	ls2_t5_l7	caputo_marina	uni-perugia
salvatori_enrica	lame_marion (uni-pisa)	ls2	ls2_t5_l7	lame_marion	uni-pisa
salvatori_enrica	stella_francesco (uni-siena)	ls2	ls2_t5_l8	stella_francesco	uni-siena
salvatori_enrica	jacqueline_anne (self-employment)	ls2	ls2_t5_l9	jacqueline_anne	self-employment
salvatori_enrica	bocciolesi_enrico (uni-e-campus)	ls2	ls2_t5_l10	bocciolesi_enrico	uni-e-campus
salvatori_enrica	del-grosso_angelo-mario (cnr)	ls2	ls2_t5_l11	del-grosso_angelo-mario	cnr
simi_maria	cei_enzo (self-employment)	ls2	ls2_t5_l1	cei_enzo	self-employment
simi_maria	spugnesi_giorgio (uni-pisa)	ls2	ls2_t5_l2	spugnesi_giorgio	uni-pisa
simi_maria	guarasci_roberto (uni-calabria)	ls2	ls2_t5_l3	guarasci_roberto	uni-calabria
simi_maria	d-ambra_dario (fh-koeln)	ls2	ls2_t5_l4	d-ambra_dario	fh-koeln
simi_maria	bianchi_alessandra (uni-bergamo)	ls2	ls2_t5_l5	bianchi_alessandra	uni-bergamo
simi_maria	turbanti_simona (uni-pisa)	ls2	ls2_t5_l6	turbanti_simona	uni-pisa
simi_maria	caputo_marina (uni-perugia)	ls2	ls2_t5_l7	caputo_marina	uni-perugia
simi_maria	lame_marion (uni-pisa)	ls2	ls2_t5_l7	lame_marion	uni-pisa
simi_maria	stella_francesco (uni-siena)	ls2	ls2_t5_l8	stella_francesco	uni-siena
simi_maria	jacqueline_anne (self-employment)	ls2	ls2_t5_l9	jacqueline_anne	self-employment
simi_maria	bocciolesi_enrico (uni-e-campus)	ls2	ls2_t5_l10	bocciolesi_enrico	uni-e-campus
simi_maria	del-grosso_angelo-mario (cnr)	ls2	ls2_t5_l11	del-grosso_angelo-mario	cnr
salvatori_enrica	potenziani_marco (cnr)	ls2	ls2_t8_l1	potenziani_marco	cnr
salvatori_enrica	tomasi_lorenzo (uni-lausanne)	ls2	ls2_t8_l2	tomasi_lorenzo	uni-lausanne
salvatori_enrica	lo-duca_angelica (cnr)	ls2	ls2_t8_l3	lo-duca_angelica	cnr
salvatori_enrica	turbanti_simona (uni-pisa)	ls2	ls2_t8_l4	turbanti_simona	uni-pisa
salvatori_enrica	traverso_ilaria (uni-madrid-autonoma)	ls2	ls2_t8_l5	traverso_ilaria	uni-madrid-autonoma
salvatori_enrica	genovese_giulia (websoup)	ls2	ls2_t8_l6	genovese_giulia	websoup
salvatori_enrica	viazzi_federica (library-beic)	ls2	ls2_t8_l7	viazzi_federica	library-beic
simi_maria	potenziani_marco (cnr)	ls2	ls2_t8_l1	potenziani_marco	cnr
simi_maria	tomasi_lorenzo (uni-lausanne)	ls2	ls2_t8_l2	tomasi_lorenzo	uni-lausanne
simi_maria	lo-duca_angelica (cnr)	ls2	ls2_t8_l3	lo-duca_angelica	cnr
simi_maria	turbanti_simona (uni-pisa)	ls2	ls2_t8_l4	turbanti_simona	uni-pisa
simi_maria	traverso_ilaria (uni-madrid-autonoma)	ls2	ls2_t8_l5	traverso_ilaria	uni-madrid-autonoma
simi_maria	genovese_giulia (websoup)	ls2	ls2_t8_l6	genovese_giulia	websoup
simi_maria	viazzi_federica (library-beic)	ls2	ls2_t8_l7	viazzi_federica	library-beic
salvatori_enrica	gioli_antonella (uni-pisa)	ls2	ls2_t15_l1	gioli_antonella	uni-pisa
salvatori_enrica	bruni_sara (uni-pisa)	ls2	ls2_t15_l1	bruni_sara	uni-pisa
salvatori_enrica	sabatini_marina (uni-pisa)	ls2	ls2_t15_l1	sabatini_marina	uni-pisa
salvatori_enrica	sebastiani_fabrizio (cnr)	ls2	ls2_t15_l2	sebastiani_fabrizio	cnr
salvatori_enrica	marasescu-galleron_ioana (uni-paris-sorbonne-nouvelle)	ls2	ls2_t15_l3	marasescu-galleron_ioana	uni-paris-sorbonne-nouvelle
salvatori_enrica	varanini_francesco (self-employment)	ls2	ls2_t15_l4	varanini_francesco	self-employment
salvatori_enrica	longo_alessandro (self-employment)	ls2	ls2_t15_l5	longo_alessandro	self-employment
salvatori_enrica	bisogno_gianmarco (uni-salerno)	ls2	ls2_t15_l6	bisogno_gianmarco	uni-salerno
salvatori_enrica	d-urso_raffaella (uni-salerno)	ls2	ls2_t15_l6	d-urso_raffaella	uni-salerno
salvatori_enrica	salerno_giuseppe (uni-salerno)	ls2	ls2_t15_l6	salerno_giuseppe	uni-salerno
salvatori_enrica	tambassi_timothy (uni-salerno)	ls2	ls2_t15_l6	tambassi_timothy	uni-salerno
salvatori_enrica	gargano_giovanna (tourism-world-summit)	ls2	ls2_t15_l7	gargano_giovanna	tourism-world-summit
salvatori_enrica	bartalesi_valentina (cnr)	ls2	ls2_t15_l8	bartalesi_valentina	cnr
salvatori_enrica	metilli_daniele (cnr uni-pisa)	ls2	ls2_t15_l8	metilli_daniele	cnr uni-pisa
salvatori_enrica	passarotti_marco (uni-cattolica-milano)	ls2	ls2_t15_l9	passarotti_marco	uni-cattolica-milano
salvatori_enrica	mannari_chiara (uni-pisa)	ls2	ls2_t15_l10	mannari_chiara	uni-pisa
simi_maria	gioli_antonella (uni-pisa)	ls2	ls2_t15_l1	gioli_antonella	uni-pisa
simi_maria	bruni_sara (uni-pisa)	ls2	ls2_t15_l1	bruni_sara	uni-pisa
simi_maria	sabatini_marina (uni-pisa)	ls2	ls2_t15_l1	sabatini_marina	uni-pisa
simi_maria	sebastiani_fabrizio (cnr)	ls2	ls2_t15_l2	sebastiani_fabrizio	cnr
simi_maria	marasescu-galleron_ioana (uni-paris-sorbonne-nouvelle)	ls2	ls2_t15_l3	marasescu-galleron_ioana	uni-paris-sorbonne-nouvelle
simi_maria	varanini_francesco (self-employment)	ls2	ls2_t15_l4	varanini_francesco	self-employment
simi_maria	longo_alessandro (self-employment)	ls2	ls2_t15_l5	longo_alessandro	self-employment
simi_maria	bisogno_gianmarco (uni-salerno)	ls2	ls2_t15_l6	bisogno_gianmarco	uni-salerno
simi_maria	d-urso_raffaella (uni-salerno)	ls2	ls2_t15_l6	d-urso_raffaella	uni-salerno
simi_maria	salerno_giuseppe (uni-salerno)	ls2	ls2_t15_l6	salerno_giuseppe	uni-salerno
simi_maria	tambassi_timothy (uni-salerno)	ls2	ls2_t15_l6	tambassi_timothy	uni-salerno
simi_maria	gargano_giovanna (tourism-world-summit)	ls2	ls2_t15_l7	gargano_giovanna	tourism-world-summit
simi_maria	bartalesi_valentina (cnr)	ls2	ls2_t15_l8	bartalesi_valentina	cnr
simi_maria	metilli_daniele (cnr uni-pisa)	ls2	ls2_t15_l8	metilli_daniele	cnr uni-pisa
simi_maria	passarotti_marco (uni-cattolica-milano)	ls2	ls2_t15_l9	passarotti_marco	uni-cattolica-milano
simi_maria	mannari_chiara (uni-pisa)	ls2	ls2_t15_l10	mannari_chiara	uni-pisa
salvatori_enrica	tavosanis_mirko (uni-pisa)	ls2	ls2_t16_l1	tavosanis_mirko	uni-pisa
salvatori_enrica	salvatori_enrica (uni-pisa)	ls2	ls2_t16_l2	salvatori_enrica	uni-pisa
salvatori_enrica	turbanti_simona (uni-pisa)	ls2	ls2_t16_l3	turbanti_simona	uni-pisa
salvatori_enrica	cesaro_laura (sirius-game)	ls2	ls2_t16_l4	cesaro_laura	sirius-game
salvatori_enrica	fantini_niccolo (de-vulgare)	ls2	ls2_t16_l5	fantini_niccolo	de-vulgare
salvatori_enrica	diamante_gugliemo (de-vulgare)	ls2	ls2_t16_l5	diamante_gugliemo	de-vulgare
salvatori_enrica	aiola_chiara (netseven)	ls2	ls2_t16_l6	aiola_chiara	netseven
salvatori_enrica	bonera_matteo (the-visual-agency uni-milano-politecnico)	ls2	ls2_t16_l7	bonera_matteo	the-visual-agency uni-milano-politecnico
salvatori_enrica	salvatori_nicoletta (uni-pisa)	ls2	ls2_t16_l8	salvatori_nicoletta	uni-pisa
salvatori_enrica	caselli_stefano (uni-malta)	ls2	ls2_t16_l9	caselli_stefano	uni-malta
salvatori_enrica	palumbo_valeria (rcs-media-group)	ls2	ls2_t16_l10	palumbo_valeria	rcs-media-group
simi_maria	tavosanis_mirko (uni-pisa)	ls2	ls2_t16_l1	tavosanis_mirko	uni-pisa
simi_maria	salvatori_enrica (uni-pisa)	ls2	ls2_t16_l2	salvatori_enrica	uni-pisa
simi_maria	turbanti_simona (uni-pisa)	ls2	ls2_t16_l3	turbanti_simona	uni-pisa
simi_maria	cesaro_laura (sirius-game)	ls2	ls2_t16_l4	cesaro_laura	sirius-game
simi_maria	fantini_niccolo (de-vulgare)	ls2	ls2_t16_l5	fantini_niccolo	de-vulgare
simi_maria	diamante_gugliemo (de-vulgare)	ls2	ls2_t16_l5	diamante_gugliemo	de-vulgare
simi_maria	aiola_chiara (netseven)	ls2	ls2_t16_l6	aiola_chiara	netseven
simi_maria	bonera_matteo (the-visual-agency uni-milano-politecnico)	ls2	ls2_t16_l7	bonera_matteo	the-visual-agency uni-milano-politecnico
simi_maria	salvatori_nicoletta (uni-pisa)	ls2	ls2_t16_l8	salvatori_nicoletta	uni-pisa
simi_maria	caselli_stefano (uni-malta)	ls2	ls2_t16_l9	caselli_stefano	uni-malta
simi_maria	palumbo_valeria (rcs-media-group)	ls2	ls2_t16_l10	palumbo_valeria	rcs-media-group
salvatori_enrica	salvatori_enrica (uni-pisa)	ls2	ls2_t21_l1	salvatori_enrica	uni-pisa
salvatori_enrica	simi_maria (uni-pisa)	ls2	ls2_t21_l1	simi_maria	uni-pisa
salvatori_enrica	sebastiani_melania (fili-di-juta)	ls2	ls2_t21_l2	sebastiani_melania	fili-di-juta
salvatori_enrica	gorrieri_laura (uni-torino)	ls2	ls2_t21_l3	gorrieri_laura	uni-torino
salvatori_enrica	turbanti_simona (uni-milano)	ls2	ls2_t21_l4	turbanti_simona	uni-milano
salvatori_enrica	lana_maurizio (uni-piemonte-orientale)	ls2	ls2_t21_l4	lana_maurizio	uni-piemonte-orientale
salvatori_enrica	varanini_francesco (self-employment)	ls2	ls2_t21_l5	varanini_francesco	self-employment
salvatori_enrica	manfredi_alice (history-lab-magazine)	ls2	ls2_t21_l6	manfredi_alice	history-lab-magazine
salvatori_enrica	leveghi_davide (history-lab-magazine)	ls2	ls2_t21_l6	leveghi_davide	history-lab-magazine
salvatori_enrica	aiola_chiara (uni-pisa)	ls2	ls2_t21_l7	aiola_chiara	uni-pisa
salvatori_enrica	giuffrida_milena (uni-catania)	ls2	ls2_t21_l8	giuffrida_milena	uni-catania
salvatori_enrica	puglisi_alessandro (uni-stranieri-di-siena)	ls2	ls2_t21_l9	puglisi_alessandro	uni-stranieri-di-siena
simi_maria	salvatori_enrica (uni-pisa)	ls2	ls2_t21_l1	salvatori_enrica	uni-pisa
simi_maria	simi_maria (uni-pisa)	ls2	ls2_t21_l1	simi_maria	uni-pisa
simi_maria	sebastiani_melania (fili-di-juta)	ls2	ls2_t21_l2	sebastiani_melania	fili-di-juta
