TermOrganizers	LectureSpeaker	SeriesId	EdgeId	speaker	affiliation
vertan_cristina	bludau_mark-jan (fh-potsdam)	ls12	ls12_t3_l11	bludau_mark-jan	fh-potsdam
lemnitzer_lothar	fry_alex (psycle)	ls12	ls12_t3_l1	fry_alex	psycle
lemnitzer_lothar	gardner_roy (psycle)	ls12	ls12_t3_l1	gardner_roy	psycle
lemnitzer_lothar	pollin_christopher (uni-graz)	ls12	ls12_t3_l2	pollin_christopher	uni-graz
lemnitzer_lothar	haaf_susanne (bbaw)	ls12	ls12_t3_l3	haaf_susanne	bbaw
lemnitzer_lothar	czmiel_alexander (bbaw)	ls12	ls12_t3_l3	czmiel_alexander	bbaw
lemnitzer_lothar	mueller-laackman_jonas (bbaw)	ls12	ls12_t3_l3	mueller-laackman_jonas	bbaw
lemnitzer_lothar	pohl_oliver (bbaw)	ls12	ls12_t3_l3	pohl_oliver	bbaw
lemnitzer_lothar	thomas_christian (bbaw)	ls12	ls12_t3_l3	thomas_christian	bbaw
lemnitzer_lothar	tuerkoglu_enes (uni-koeln)	ls12	ls12_t3_l4	tuerkoglu_enes	uni-koeln
lemnitzer_lothar	middell_gregor (pagina)	ls12	ls12_t3_l5	middell_gregor	pagina
lemnitzer_lothar	jarosch_julian (adw-mainz)	ls12	ls12_t3_l6	jarosch_julian	adw-mainz
lemnitzer_lothar	wuttke_ulrike (fh-potsdam)	ls12	ls12_t3_l7	wuttke_ulrike	fh-potsdam
lemnitzer_lothar	klar_jochen (self-employment)	ls12	ls12_t3_l7	klar_jochen	self-employment
lemnitzer_lothar	groetschel_martin (bbaw)	ls12	ls12_t3_l8	groetschel_martin	bbaw
lemnitzer_lothar	bubenhofer_noah (uni-zuerich)	ls12	ls12_t3_l9	bubenhofer_noah	uni-zuerich
lemnitzer_lothar	diehr_franziska (spk)	ls12	ls12_t3_l10	diehr_franziska	spk
lemnitzer_lothar	glinka_katrin (spk)	ls12	ls12_t3_l10	glinka_katrin	spk
lemnitzer_lothar	trilcke_peer (uni-potsdam)	ls12	ls12_t3_l11	trilcke_peer	uni-potsdam
lemnitzer_lothar	busch_anna (uni-potsdam)	ls12	ls12_t3_l11	busch_anna	uni-potsdam
lemnitzer_lothar	bludau_mark-jan (fh-potsdam)	ls12	ls12_t3_l11	bludau_mark-jan	fh-potsdam
dumont_stefan	flueh_marie (uni-hamburg)	ls12	ls12_t4_l1	flueh_marie	uni-hamburg
